osmid,y,x,street_count,highway,junction,ref,railway,geometry
58056528,28.5593895,77.1710004,4,,,,,POINT (77.1710004 28.5593895)
60890393,28.580619,77.1749531,4,,,,,POINT (77.1749531 28.580619)
175610054,28.569235,77.1931747,3,,,,,POINT (77.1931747 28.569235)
246513647,28.5948392,77.1670798,3,,,,,POINT (77.1670798 28.5948392)
249782331,28.631635,77.2217092,4,,,,,POINT (77.2217092 28.631635)
249782337,28.6306928,77.2195322,3,,,,,POINT (77.2195322 28.6306928)
249782343,28.6318278,77.2175751,3,,,,,POINT (77.2175751 28.6318278)
249782349,28.63394,77.2176776,4,,,,,POINT (77.2176776 28.63394)
249783257,28.6341977,77.2225404,3,,,,,POINT (77.2225404 28.6341977)
249783291,28.6300832,77.2209174,3,,,,,POINT (77.2209174 28.6300832)
249783293,28.6298938,77.2194853,4,traffic_signals,,,,POINT (77.2194853 28.6298938)
249783302,28.6314291,77.2167421,4,traffic_signals,,,,POINT (77.2167421 28.6314291)
249783308,28.6343031,77.2170406,4,,,,,POINT (77.2170406 28.6343031)
249783313,28.6355861,77.2188663,3,,,,,POINT (77.2188663 28.6355861)
249783316,28.6357191,77.2198833,3,traffic_signals,,,,POINT (77.2198833 28.6357191)
249786848,28.6204248,77.2188628,3,,,,,POINT (77.2188628 28.6204248)
249786894,28.6197235,77.2268125,3,,,,,POINT (77.2268125 28.6197235)
249786895,28.6195601,77.2268773,3,,,,,POINT (77.2268773 28.6195601)
249786899,28.6258484,77.2314813,3,,,,,POINT (77.2314813 28.6258484)
249786900,28.6260271,77.2316293,3,,,,,POINT (77.2316293 28.6260271)
249786902,28.6261047,77.2321199,3,,,,,POINT (77.2321199 28.6261047)
249786916,28.6107005,77.2340546,3,,,,,POINT (77.2340546 28.6107005)
249786918,28.6095354,77.2313754,3,,,,,POINT (77.2313754 28.6095354)
249786921,28.6109165,77.2281653,3,,,,,POINT (77.2281653 28.6109165)
249791204,28.6137551,77.2122049,4,traffic_signals,,,,POINT (77.2122049 28.6137551)
249791377,28.6095756,77.2303913,3,,,,,POINT (77.2303913 28.6095756)
249791853,28.6102956,77.2291783,3,,,,,POINT (77.2291783 28.6102956)
249791934,28.6190168,77.2094715,3,,,,,POINT (77.2094715 28.6190168)
249823983,28.5559242,77.1756519,3,,,,,POINT (77.1756519 28.5559242)
249824093,28.5671142,77.1279067,4,,,,,POINT (77.1279067 28.5671142)
249824096,28.5675746,77.1272739,3,,,,,POINT (77.1272739 28.5675746)
250078355,28.5694201,77.2060532,4,,,,,POINT (77.2060532 28.5694201)
250078357,28.5717114,77.2090352,3,,,,,POINT (77.2090352 28.5717114)
250078364,28.5515724,77.1696783,3,,,,,POINT (77.1696783 28.5515724)
250102742,28.5972676,77.2232305,4,,,,,POINT (77.2232305 28.5972676)
251685582,28.5378593,77.0921879,4,,,,,POINT (77.0921879 28.5378593)
251685586,28.5356918,77.0912246,3,,,,,POINT (77.0912246 28.5356918)
251691509,28.4894833,77.1387689,3,,,,,POINT (77.1387689 28.4894833)
266378008,28.5247292,77.155435,4,traffic_signals,,,,POINT (77.155435 28.5247292)
266378046,28.527459,77.1506017,3,,,,,POINT (77.1506017 28.527459)
266807256,28.618953,77.191604,3,,,,,POINT (77.191604 28.618953)
266807274,28.6218325,77.1952377,3,,,,,POINT (77.1952377 28.6218325)
266807277,28.6237136,77.1993889,3,,,,,POINT (77.1993889 28.6237136)
266809747,28.6060281,77.1874331,4,traffic_signals,,,,POINT (77.1874331 28.6060281)
267075193,28.6160961,77.2317714,3,,,,,POINT (77.2317714 28.6160961)
267075194,28.6166789,77.2312989,3,crossing,,,,POINT (77.2312989 28.6166789)
267075196,28.6130207,77.2276662,3,traffic_signals,,,,POINT (77.2276662 28.6130207)
267075198,28.6099506,77.2249129,3,,,,,POINT (77.2249129 28.6099506)
267075227,28.6140115,77.2346634,3,,,,,POINT (77.2346634 28.6140115)
267075233,28.6166453,77.2251165,3,,,,,POINT (77.2251165 28.6166453)
267086487,28.4927058,77.1464762,4,,,,,POINT (77.1464762 28.4927058)
267086490,28.4935713,77.1457139,3,,,,,POINT (77.1457139 28.4935713)
267086491,28.4936865,77.1455482,3,,,,,POINT (77.1455482 28.4936865)
267193160,28.6030931,77.19098,3,,,,,POINT (77.19098 28.6030931)
267193232,28.5904599,77.1732201,3,,,,,POINT (77.1732201 28.5904599)
267193233,28.5914954,77.1750225,3,,,,,POINT (77.1750225 28.5914954)
267193236,28.5937317,77.1768719,4,,,,,POINT (77.1768719 28.5937317)
267193237,28.5956006,77.177921,3,,,,,POINT (77.177921 28.5956006)
267193238,28.6007218,77.1820296,4,,,,,POINT (77.1820296 28.6007218)
267193239,28.6001813,77.1836507,4,,,,,POINT (77.1836507 28.6001813)
267193242,28.5964748,77.183535,3,,,,,POINT (77.183535 28.5964748)
267193245,28.5910941,77.1809162,4,,,,,POINT (77.1809162 28.5910941)
267193248,28.591771,77.1795032,3,,,,,POINT (77.1795032 28.591771)
267193250,28.5924177,77.1787549,3,,,,,POINT (77.1787549 28.5924177)
267193270,28.5900162,77.1808058,3,,,,,POINT (77.1808058 28.5900162)
267193290,28.5966818,77.1865378,4,,,,,POINT (77.1865378 28.5966818)
267193295,28.590416,77.1807918,4,,,,,POINT (77.1807918 28.590416)
267193307,28.5867939,77.1893085,3,,,,,POINT (77.1893085 28.5867939)
267193347,28.5797443,77.1988316,4,,,,,POINT (77.1988316 28.5797443)
267193355,28.5863858,77.1904958,4,,,,,POINT (77.1904958 28.5863858)
267193361,28.5841246,77.1877209,3,,,,,POINT (77.1877209 28.5841246)
267193383,28.5909826,77.1741939,4,,,,,POINT (77.1741939 28.5909826)
267193390,28.5899279,77.177241,3,,,,,POINT (77.177241 28.5899279)
267193394,28.5913411,77.1791325,3,,,,,POINT (77.1791325 28.5913411)
267196276,28.6134521,77.2184671,4,traffic_signals,,,,POINT (77.2184671 28.6134521)
267196290,28.6172742,77.2120722,3,,,,,POINT (77.2120722 28.6172742)
267196291,28.6173344,77.2121926,3,,,,,POINT (77.2121926 28.6173344)
267196295,28.6171987,77.2126653,3,,,,,POINT (77.2126653 28.6171987)
267196296,28.6169761,77.2127407,3,,,,,POINT (77.2127407 28.6169761)
267196303,28.6168184,77.2119747,3,,,,,POINT (77.2119747 28.6168184)
267196304,28.6170544,77.2119284,3,,,,,POINT (77.2119284 28.6170544)
267196305,28.6176108,77.2137403,2,,,,,POINT (77.2137403 28.6176108)
267196308,28.6168995,77.2139674,2,,,,,POINT (77.2139674 28.6168995)
267196314,28.6183027,77.218738,3,,,,,POINT (77.218738 28.6183027)
267196319,28.6164349,77.222762,3,,,,,POINT (77.222762 28.6164349)
267196320,28.621292,77.2218894,4,,,,,POINT (77.2218894 28.621292)
267196323,28.6096378,77.2244897,3,,,,,POINT (77.2244897 28.6096378)
267196328,28.6101203,77.2248036,3,,,,,POINT (77.2248036 28.6101203)
267196331,28.6096334,77.2246852,3,,,,,POINT (77.2246852 28.6096334)
267196336,28.6205552,77.2223059,4,,,,,POINT (77.2223059 28.6205552)
267196337,28.6218801,77.2215891,4,,,,,POINT (77.2215891 28.6218801)
267196340,28.6183265,77.2238626,1,,,,,POINT (77.2238626 28.6183265)
267196344,28.613927,77.208773,4,,,,,POINT (77.208773 28.613927)
267196357,28.6138946,77.2091896,4,,,,,POINT (77.2091896 28.6138946)
267197815,28.6197839,77.2275161,3,,,,,POINT (77.2275161 28.6197839)
267197828,28.6217774,77.231646,4,,,,,POINT (77.231646 28.6217774)
267197829,28.6228176,77.2317192,4,,,,,POINT (77.2317192 28.6228176)
267197830,28.6205269,77.2267514,3,,,,,POINT (77.2267514 28.6205269)
267197831,28.6240167,77.2300608,3,,,,,POINT (77.2300608 28.6240167)
267197833,28.602232,77.2293855,3,,,,,POINT (77.2293855 28.602232)
267197834,28.6019451,77.2299629,3,,,,,POINT (77.2299629 28.6019451)
267197835,28.6015743,77.2303171,4,traffic_signals,,,,POINT (77.2303171 28.6015743)
267197844,28.6044992,77.2250169,3,,,,,POINT (77.2250169 28.6044992)
267197860,28.6031436,77.2238708,3,,,,,POINT (77.2238708 28.6031436)
267197863,28.6037685,77.2244183,3,,,,,POINT (77.2244183 28.6037685)
267197867,28.6032696,77.2236113,3,,,,,POINT (77.2236113 28.6032696)
267197868,28.603338,77.2235968,3,,,,,POINT (77.2235968 28.603338)
267197869,28.6035906,77.2236301,3,,,,,POINT (77.2236301 28.6035906)
267197870,28.6038523,77.2238175,3,,,,,POINT (77.2238175 28.6038523)
267197874,28.6039646,77.2243643,3,,,,,POINT (77.2243643 28.6039646)
267197876,28.6062102,77.2181424,3,,,,,POINT (77.2181424 28.6062102)
267197883,28.6073393,77.2172353,3,,,,,POINT (77.2172353 28.6073393)
267197887,28.6077166,77.2179013,3,,,,,POINT (77.2179013 28.6077166)
267197888,28.6076902,77.218301,3,,,,,POINT (77.218301 28.6076902)
267197891,28.6074875,77.2187784,3,,,,,POINT (77.2187784 28.6074875)
267197893,28.6072353,77.2189358,3,,,,,POINT (77.2189358 28.6072353)
267197897,28.606481,77.2186026,3,,,,,POINT (77.2186026 28.606481)
267197917,28.6102821,77.2122189,3,,,,,POINT (77.2122189 28.6102821)
267197918,28.610651,77.2123089,3,,,,,POINT (77.2123089 28.610651)
267197925,28.6103493,77.2115712,3,,,,,POINT (77.2115712 28.6103493)
267197930,28.6087861,77.2089983,3,,,,,POINT (77.2089983 28.6087861)
267197931,28.6086818,77.2087481,3,,,,,POINT (77.2087481 28.6086818)
267197934,28.6087691,77.2084105,3,,,,,POINT (77.2084105 28.6087691)
267197936,28.6090851,77.2082529,3,,,,,POINT (77.2082529 28.6090851)
267197937,28.6092028,77.2082807,3,,,,,POINT (77.2082807 28.6092028)
267197938,28.609372,77.2084229,3,,,,,POINT (77.2084229 28.609372)
267197939,28.6094284,77.2085373,3,,,,,POINT (77.2085373 28.6094284)
267197941,28.6094325,77.2088364,3,,,,,POINT (77.2088364 28.6094325)
267197943,28.6093585,77.2089828,3,,,,,POINT (77.2089828 28.6093585)
267197944,28.6090891,77.2091339,3,,,,,POINT (77.2091339 28.6090891)
267197955,28.604052,77.2256163,3,,,,,POINT (77.2256163 28.604052)
267197956,28.6061064,77.2271183,3,,,,,POINT (77.2271183 28.6061064)
267197957,28.6056919,77.2282042,3,,,,,POINT (77.2282042 28.6056919)
267197959,28.6080682,77.2307944,4,,,,,POINT (77.2307944 28.6080682)
267197960,28.6034687,77.2268182,3,,,,,POINT (77.2268182 28.6034687)
267197963,28.6042613,77.2291074,4,,,,,POINT (77.2291074 28.6042613)
267197965,28.6031845,77.2292125,3,,,,,POINT (77.2292125 28.6031845)
267197967,28.6071014,77.2332164,3,,,,,POINT (77.2332164 28.6071014)
267197973,28.6068891,77.2319463,3,,,,,POINT (77.2319463 28.6068891)
267197974,28.6068493,77.2325583,3,,,,,POINT (77.2325583 28.6068493)
267197975,28.607234,77.2335707,3,,,,,POINT (77.2335707 28.607234)
267197976,28.6057681,77.2343867,3,,,,,POINT (77.2343867 28.6057681)
267197980,28.6052508,77.2306356,3,,,,,POINT (77.2306356 28.6052508)
267197983,28.60803,77.2315685,3,,,,,POINT (77.2315685 28.60803)
267197984,28.6052175,77.2313645,4,,,,,POINT (77.2313645 28.6052175)
267197985,28.6069156,77.2314476,3,,,,,POINT (77.2314476 28.6069156)
267197986,28.6083415,77.2329093,3,,,,,POINT (77.2329093 28.6083415)
267198388,28.6302174,77.2181923,3,,,,,POINT (77.2181923 28.6302174)
267198390,28.6337812,77.2218332,4,,,,,POINT (77.2218332 28.6337812)
267198392,28.6349075,77.2198366,4,,,,,POINT (77.2198366 28.6349075)
267198394,28.6339283,77.2197696,3,,,,,POINT (77.2197696 28.6339283)
267247451,28.6328887,77.2254922,3,,,,,POINT (77.2254922 28.6328887)
267247452,28.6326094,77.2253915,3,,,,,POINT (77.2253915 28.6326094)
267247454,28.6316249,77.2247024,3,,,,,POINT (77.2247024 28.6316249)
267247456,28.6314336,77.2240419,3,,,,,POINT (77.2240419 28.6314336)
267247460,28.6318574,77.2228317,3,,,,,POINT (77.2228317 28.6318574)
267247462,28.6319595,77.2266222,3,,,,,POINT (77.2266222 28.6319595)
267247464,28.6335226,77.2233233,3,,,,,POINT (77.2233233 28.6335226)
267247468,28.6332724,77.2249216,3,,,,,POINT (77.2249216 28.6332724)
267249900,28.6263996,77.2063447,3,,,,,POINT (77.2063447 28.6263996)
267249902,28.6265641,77.2060972,3,,,,,POINT (77.2060972 28.6265641)
267249903,28.6268512,77.205941,3,,,,,POINT (77.205941 28.6268512)
267249905,28.6271043,77.2059456,3,,,,,POINT (77.2059456 28.6271043)
267249911,28.6273431,77.2072094,3,,,,,POINT (77.2072094 28.6273431)
267249912,28.6271648,77.2073157,3,,,,,POINT (77.2073157 28.6271648)
267249914,28.6267676,77.2073144,3,,,,,POINT (77.2073144 28.6267676)
267249915,28.6264735,77.2070753,3,,,,,POINT (77.2070753 28.6264735)
267249920,28.6232067,77.2123622,3,,,,,POINT (77.2123622 28.6232067)
267249923,28.6237589,77.2124882,3,,,,,POINT (77.2124882 28.6237589)
267249926,28.6237991,77.2129097,3,,,,,POINT (77.2129097 28.6237991)
267249927,28.6235884,77.2131594,3,,,,,POINT (77.2131594 28.6235884)
267249930,28.6232603,77.2131566,3,,,,,POINT (77.2131566 28.6232603)
267249940,28.6260537,77.2322361,3,,,,,POINT (77.2322361 28.6260537)
267249941,28.6259784,77.2323337,3,,,,,POINT (77.2323337 28.6259784)
267249943,28.6256369,77.2324491,3,,,,,POINT (77.2324491 28.6256369)
267249944,28.6254582,77.2323901,3,,,,,POINT (77.2323901 28.6254582)
267249954,28.6215753,77.2154665,3,,,,,POINT (77.2154665 28.6215753)
267249955,28.6216983,77.2154693,3,,,,,POINT (77.2154693 28.6216983)
267249959,28.6219251,77.2157512,3,,,,,POINT (77.2157512 28.6219251)
267249960,28.6219119,77.215909,3,,,,,POINT (77.215909 28.6219119)
267249963,28.6216885,77.2161309,3,,,,,POINT (77.2161309 28.6216885)
267249964,28.6215311,77.2161176,3,,,,,POINT (77.2161176 28.6215311)
267249967,28.621334,77.2158063,3,,,,,POINT (77.2158063 28.621334)
267250973,28.6280493,77.225744,3,,,,,POINT (77.225744 28.6280493)
267250978,28.6264956,77.223376,4,,,,,POINT (77.223376 28.6264956)
267250981,28.6264435,77.2192551,4,,,,,POINT (77.2192551 28.6264435)
267250993,28.6268283,77.2156953,3,,,,,POINT (77.2156953 28.6268283)
267250994,28.6269871,77.2154323,4,traffic_signals,,,,POINT (77.2154323 28.6269871)
267250995,28.6271859,77.215061,3,,,,,POINT (77.215061 28.6271859)
267250999,28.6257292,77.2114352,3,,,,,POINT (77.2114352 28.6257292)
267251003,28.6281959,77.2127589,4,,,,,POINT (77.2127589 28.6281959)
267251006,28.626771,77.2107525,3,,,,,POINT (77.2107525 28.626771)
267251007,28.628692,77.2106225,3,,,,,POINT (77.2106225 28.628692)
267251016,28.6221029,77.2158234,3,,,,,POINT (77.2158234 28.6221029)
267251573,28.6234111,77.2250182,4,,,,,POINT (77.2250182 28.6234111)
267251574,28.6242882,77.2211587,3,,,,,POINT (77.2211587 28.6242882)
267251575,28.6244988,77.2214874,3,,,,,POINT (77.2214874 28.6244988)
267251576,28.6263259,77.2216316,3,,,,,POINT (77.2216316 28.6263259)
267251581,28.6237632,77.2221704,3,,,,,POINT (77.2221704 28.6237632)
267251584,28.6242656,77.2232843,4,,,,,POINT (77.2232843 28.6242656)
267251585,28.6229856,77.2239929,3,,,,,POINT (77.2239929 28.6229856)
267251588,28.624711,77.2296809,4,,,,,POINT (77.2296809 28.624711)
267251590,28.6274035,77.2288976,3,,,,,POINT (77.2288976 28.6274035)
267251591,28.6265677,77.2282685,4,,,,,POINT (77.2282685 28.6265677)
267251592,28.6260707,77.2292199,3,,,,,POINT (77.2292199 28.6260707)
267251594,28.625752,77.2291414,3,,,,,POINT (77.2291414 28.625752)
267251597,28.6274987,77.2266634,3,,,,,POINT (77.2266634 28.6274987)
267251598,28.6264394,77.2253651,3,,,,,POINT (77.2253651 28.6264394)
267251601,28.6271339,77.2273159,3,,,,,POINT (77.2273159 28.6271339)
267253204,28.6184247,77.2155939,3,,,,,POINT (77.2155939 28.6184247)
267253206,28.6210967,77.2145461,3,,,,,POINT (77.2145461 28.6210967)
267253207,28.6193468,77.2144889,1,,,,,POINT (77.2144889 28.6193468)
267253209,28.6216431,77.2136643,1,,,,,POINT (77.2136643 28.6216431)
267253210,28.6235903,77.1999895,3,,,,,POINT (77.1999895 28.6235903)
267253212,28.6237296,77.1998231,3,,,,,POINT (77.1998231 28.6237296)
267253217,28.6241313,77.1998363,3,,,,,POINT (77.1998363 28.6241313)
267253220,28.6242118,77.2000503,3,,,,,POINT (77.2000503 28.6242118)
267253223,28.6239984,77.2004925,3,,,,,POINT (77.2004925 28.6239984)
267253224,28.623867,77.2005124,3,,,,,POINT (77.2005124 28.623867)
267253225,28.6237603,77.2004815,3,,,,,POINT (77.2004815 28.6237603)
267253228,28.6235732,77.2002309,3,,,,,POINT (77.2002309 28.6235732)
267259245,28.6299956,77.2083499,3,,,,,POINT (77.2083499 28.6299956)
267259246,28.6298502,77.2098072,3,,,,,POINT (77.2098072 28.6298502)
267259248,28.6259363,77.20661,3,,,,,POINT (77.20661 28.6259363)
267259250,28.6235987,77.2008258,3,,,,,POINT (77.2008258 28.6235987)
267259251,28.6207043,77.2058727,3,,,,,POINT (77.2058727 28.6207043)
267259252,28.6228987,77.2020945,4,,,,,POINT (77.2020945 28.6228987)
267259256,28.6246654,77.2016133,3,,,,,POINT (77.2016133 28.6246654)
267259262,28.6235454,77.2116022,3,,,,,POINT (77.2116022 28.6235454)
267259263,28.6238889,77.211879,3,,,,,POINT (77.211879 28.6238889)
267259266,28.6220134,77.2090833,3,,,,,POINT (77.2090833 28.6220134)
267259267,28.6225161,77.2091774,3,,,,,POINT (77.2091774 28.6225161)
267259269,28.6231232,77.2095859,3,,,,,POINT (77.2095859 28.6231232)
267259270,28.6202778,77.2065585,3,,,,,POINT (77.2065585 28.6202778)
267259274,28.6206744,77.2066085,3,,,,,POINT (77.2066085 28.6206744)
267259278,28.6203485,77.2058538,3,,,,,POINT (77.2058538 28.6203485)
267259280,28.6217061,77.2089103,3,,,,,POINT (77.2089103 28.6217061)
267259282,28.6202874,77.2103967,4,,,,,POINT (77.2103967 28.6202874)
267259283,28.6224778,77.2050673,3,,,,,POINT (77.2050673 28.6224778)
267259287,28.6228498,77.2045041,3,,,,,POINT (77.2045041 28.6228498)
267259291,28.623135,77.2051321,3,,,,,POINT (77.2051321 28.623135)
267259320,28.62177,77.2062749,4,,,,,POINT (77.2062749 28.62177)
267259325,28.6224919,77.2028099,4,,,,,POINT (77.2028099 28.6224919)
267259326,28.6176147,77.1997019,5,,,,,POINT (77.1997019 28.6176147)
267259327,28.6229848,77.2000229,5,,,,,POINT (77.2000229 28.6229848)
267259328,28.6172874,77.2056356,3,,,,,POINT (77.2056356 28.6172874)
267259409,28.6176298,77.205941,3,,,,,POINT (77.205941 28.6176298)
267259412,28.6176025,77.2061855,3,,,,,POINT (77.2061855 28.6176025)
267259426,28.6188281,77.2018264,3,,,,,POINT (77.2018264 28.6188281)
267259433,28.6173967,77.2029348,3,,,,,POINT (77.2029348 28.6173967)
267259435,28.6189235,77.2027168,4,,,,,POINT (77.2027168 28.6189235)
267259436,28.6206392,77.2037128,3,,,,,POINT (77.2037128 28.6206392)
267259438,28.6203376,77.2031083,3,,,,,POINT (77.2031083 28.6203376)
267259442,28.6208685,77.203167,3,,,,,POINT (77.203167 28.6208685)
267259450,28.619369,77.2018638,3,,,,,POINT (77.2018638 28.619369)
267259455,28.6234454,77.2011279,3,,,,,POINT (77.2011279 28.6234454)
267259456,28.6234398,77.2004461,3,,,,,POINT (77.2004461 28.6234398)
267259457,28.6215832,77.2003195,4,,,,,POINT (77.2003195 28.6215832)
267259458,28.6204529,77.2002615,4,,,,,POINT (77.2002615 28.6204529)
267259460,28.6204528,77.1998784,4,,,,,POINT (77.1998784 28.6204528)
267259461,28.6215969,77.1999499,4,,,,,POINT (77.1999499 28.6215969)
267259467,28.6219814,77.2003512,3,,,,,POINT (77.2003512 28.6219814)
267259470,28.6234629,77.1996602,3,,,,,POINT (77.1996602 28.6234629)
267259476,28.6235559,77.1990465,3,,,,,POINT (77.1990465 28.6235559)
267259478,28.6216156,77.1995969,4,,,,,POINT (77.1995969 28.6216156)
267259479,28.6176323,77.1993242,3,,,,,POINT (77.1993242 28.6176323)
267259480,28.6176555,77.1986494,3,,,,,POINT (77.1986494 28.6176555)
267259482,28.6234473,77.1987911,3,,,,,POINT (77.1987911 28.6234473)
267259483,28.6225277,77.1989429,3,,,,,POINT (77.1989429 28.6225277)
267259484,28.6225008,77.1996273,4,,,,,POINT (77.1996273 28.6225008)
267259485,28.6224866,77.2000055,4,,,,,POINT (77.2000055 28.6224866)
267259486,28.6224713,77.2003799,4,,,,,POINT (77.2003799 28.6224713)
267259487,28.6224444,77.2010685,3,,,,,POINT (77.2010685 28.6224444)
267259488,28.6177002,77.1981178,3,,,,,POINT (77.1981178 28.6177002)
267259489,28.6204609,77.1995267,4,,,,,POINT (77.1995267 28.6204609)
267259490,28.6204787,77.1988361,3,,,,,POINT (77.1988361 28.6204787)
267259921,28.6177554,77.1972022,3,,,,,POINT (77.1972022 28.6177554)
267259924,28.6179912,77.1973428,3,,,,,POINT (77.1973428 28.6179912)
267259925,28.6180574,77.1974929,3,,,,,POINT (77.1974929 28.6180574)
267259928,28.6180158,77.197796,3,,,,,POINT (77.197796 28.6180158)
267259930,28.6177808,77.1979691,3,,,,,POINT (77.1979691 28.6177808)
267259931,28.6176389,77.1979666,3,,,,,POINT (77.1979666 28.6176389)
267259947,28.6178168,77.1954832,3,,,,,POINT (77.1954832 28.6178168)
267259951,28.6182146,77.1973069,3,,,,,POINT (77.1973069 28.6182146)
267259952,28.620474,77.1960199,2,,,,,POINT (77.1960199 28.620474)
267259957,28.6208861,77.1957632,2,,,,,POINT (77.1957632 28.6208861)
267259965,28.6191632,77.196728,4,,,,,POINT (77.196728 28.6191632)
267259966,28.6195042,77.1975045,3,,,,,POINT (77.1975045 28.6195042)
267609414,28.6026122,77.1930377,3,,,,,POINT (77.1930377 28.6026122)
267609419,28.6023719,77.1936388,3,,,,,POINT (77.1936388 28.6023719)
267609496,28.6049028,77.1992971,3,,,,,POINT (77.1992971 28.6049028)
267609602,28.6122346,77.208697,3,,,,,POINT (77.208697 28.6122346)
268210760,28.560607,77.1656728,3,,,,,POINT (77.1656728 28.560607)
268210762,28.5584471,77.1629389,4,,,,,POINT (77.1629389 28.5584471)
268212523,28.6092512,77.172759,4,traffic_signals,,,,POINT (77.172759 28.6092512)
268212543,28.6236985,77.1808473,3,traffic_signals,,,,POINT (77.1808473 28.6236985)
268212552,28.6300147,77.1756929,3,,,,,POINT (77.1756929 28.6300147)
271335733,28.4892816,77.1389122,3,,,,,POINT (77.1389122 28.4892816)
271335992,28.4925443,77.1465825,3,,,,,POINT (77.1465825 28.4925443)
271373906,28.5384174,77.1163211,3,,,,,POINT (77.1163211 28.5384174)
271373907,28.5432203,77.1186293,3,motorway_junction,,,,POINT (77.1186293 28.5432203)
271373909,28.5510536,77.1296432,3,,,,,POINT (77.1296432 28.5510536)
273278060,28.5385278,77.1165364,3,,,,,POINT (77.1165364 28.5385278)
273317191,28.5978741,77.1835111,3,,,,,POINT (77.1835111 28.5978741)
273317193,28.5956281,77.1892398,3,,,,,POINT (77.1892398 28.5956281)
277419824,28.5867395,77.1475907,3,,,,,POINT (77.1475907 28.5867395)
278163583,28.5732042,77.1383852,3,motorway_junction,,,,POINT (77.1383852 28.5732042)
278165412,28.5413161,77.1173202,3,,,,,POINT (77.1173202 28.5413161)
278166186,28.5274049,77.1514893,4,,,,,POINT (77.1514893 28.5274049)
280740599,28.5611574,77.1573579,3,,,,,POINT (77.1573579 28.5611574)
280740678,28.5787368,77.1761308,4,traffic_signals,,,,POINT (77.1761308 28.5787368)
280740682,28.5785637,77.176215,4,traffic_signals,,,,POINT (77.176215 28.5785637)
280740684,28.575633,77.1778323,3,,,,,POINT (77.1778323 28.575633)
280740686,28.5806022,77.1747909,3,,,,,POINT (77.1747909 28.5806022)
280740689,28.5756434,77.1776301,3,,,,,POINT (77.1776301 28.5756434)
280740702,28.5758882,77.1773946,3,,,,,POINT (77.1773946 28.5758882)
280740936,28.6235362,77.1803866,3,,,,,POINT (77.1803866 28.6235362)
280741019,28.6337983,77.1893751,3,,,,,POINT (77.1893751 28.6337983)
280741024,28.6340192,77.1897986,3,,,,,POINT (77.1897986 28.6340192)
280741115,28.6449762,77.1974223,3,,,,,POINT (77.1974223 28.6449762)
282003063,28.5651461,77.1633004,3,,,,,POINT (77.1633004 28.5651461)
282138878,28.5612576,77.1645778,3,,,,,POINT (77.1645778 28.5612576)
282138881,28.5611087,77.163776,3,,,,,POINT (77.163776 28.5611087)
282138883,28.5602748,77.1639444,3,,,,,POINT (77.1639444 28.5602748)
282138885,28.5750969,77.1685162,4,traffic_signals,,,,POINT (77.1685162 28.5750969)
292443382,28.5698191,77.2021485,3,,,,,POINT (77.2021485 28.5698191)
292443383,28.5699083,77.2031126,3,,,,,POINT (77.2031126 28.5699083)
292443384,28.5697406,77.2062785,1,,,,,POINT (77.2062785 28.5697406)
292443385,28.5698294,77.2044214,3,,,,,POINT (77.2044214 28.5698294)
292460373,28.570585,77.2044677,3,,,,,POINT (77.2044677 28.570585)
292460374,28.5726834,77.207251,3,,,,,POINT (77.207251 28.5726834)
292460387,28.5784742,77.210179,3,,,,,POINT (77.210179 28.5784742)
292460390,28.579313,77.2098591,3,,,,,POINT (77.2098591 28.579313)
292460393,28.5791541,77.2098259,3,,,,,POINT (77.2098259 28.5791541)
292460398,28.5725939,77.2090946,3,,,,,POINT (77.2090946 28.5725939)
292460403,28.5774044,77.2105456,3,,,,,POINT (77.2105456 28.5774044)
301037181,28.6008952,77.205303,3,,,,,POINT (77.205303 28.6008952)
301037183,28.6008201,77.2048783,3,,,,,POINT (77.2048783 28.6008201)
301037185,28.6012475,77.2054475,3,,,,,POINT (77.2054475 28.6012475)
301037187,28.6076758,77.2058778,3,,,,,POINT (77.2058778 28.6076758)
301037192,28.6010684,77.1814505,3,,,,,POINT (77.1814505 28.6010684)
301037212,28.6240179,77.1804347,3,,,,,POINT (77.1804347 28.6240179)
301037214,28.6240231,77.180299,3,,,,,POINT (77.180299 28.6240231)
301037382,28.5595718,77.1712474,3,,,,,POINT (77.1712474 28.5595718)
308719791,28.6250726,77.2401647,4,traffic_signals,,,,POINT (77.2401647 28.6250726)
308719942,28.6252545,77.2395449,3,crossing,,,,POINT (77.2395449 28.6252545)
308883156,28.600934,77.2178379,3,,,,,POINT (77.2178379 28.600934)
308883222,28.6009605,77.2175704,3,,,,,POINT (77.2175704 28.6009605)
308883223,28.6006682,77.2172213,3,,,,,POINT (77.2172213 28.6006682)
308883229,28.6001942,77.2177694,3,,,,,POINT (77.2177694 28.6001942)
308883230,28.6002719,77.2179421,3,,,,,POINT (77.2179421 28.6002719)
308883231,28.6006526,77.2180952,3,,,,,POINT (77.2180952 28.6006526)
308883582,28.6003114,77.2173235,3,,,,,POINT (77.2173235 28.6003114)
308884530,28.5915512,77.212684,4,traffic_signals,,,,POINT (77.212684 28.5915512)
308884930,28.6044481,77.2114883,3,,,,,POINT (77.2114883 28.6044481)
308884941,28.604017,77.2119617,3,,,,,POINT (77.2119617 28.604017)
308884943,28.6037265,77.2116804,3,,,,,POINT (77.2116804 28.6037265)
308884948,28.603728,77.2114016,3,,,,,POINT (77.2114016 28.603728)
